loss,cross_entropy_loss,precision_score,learning_rate,checkpoint,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.24287696204244347,0.5490171313285828,0.7667977341581335,6.702743410356776e-05,"Checkpoint(filesystem=local, path=/tmp/tmp164iabl1)",1722954350,,False,1,9da23af5,2024-08-06_16-25-50,429.21491146087646,429.21491146087646,747944,AIWorkstation,192.168.2.103,429.21491146087646,1
0.13103155605786476,0.27975597977638245,0.8849238958666006,6.413002103316041e-05,"Checkpoint(filesystem=local, path=/tmp/tmpvxagcbl_)",1722954595,,False,2,9da23af5,2024-08-06_16-29-55,245.72344875335693,674.9383602142334,747944,AIWorkstation,192.168.2.103,674.9383602142334,2
0.09666032481960296,0.17524857819080353,0.9129430991344013,6.0626883691350495e-05,"Checkpoint(filesystem=local, path=/tmp/tmpq_irwqfr)",1722954843,,False,3,9da23af5,2024-08-06_16-34-03,247.75059866905212,922.6889588832855,747944,AIWorkstation,192.168.2.103,922.6889588832855,3
0.049115343492351804,0.12231511622667313,0.9512365517863881,5.5938770863983234e-05,"Checkpoint(filesystem=local, path=/tmp/tmpbppm5qgo)",1722955088,,False,4,9da23af5,2024-08-06_16-38-08,245.24096846580505,1167.9299273490906,747944,AIWorkstation,192.168.2.103,1167.9299273490906,4
0.043391816047129494,0.1270519345998764,0.9573345986695434,5.027057557767582e-05,"Checkpoint(filesystem=local, path=/tmp/tmp4jn7z7yx)",1722955337,,False,5,9da23af5,2024-08-06_16-42-17,248.41041660308838,1416.340343952179,747944,AIWorkstation,192.168.2.103,1416.340343952179,5
0.04562389228886654,0.14990974962711334,0.9573339620459776,4.3870025165458555e-05,"Checkpoint(filesystem=local, path=/tmp/tmpa7c2ew4u)",1722955583,,False,6,9da23af5,2024-08-06_16-46-23,246.41876125335693,1662.759105205536,747944,AIWorkstation,192.168.2.103,1662.759105205536,6
0.036705512177392485,0.13720332086086273,0.9635138372322192,3.7016854393593804e-05,"Checkpoint(filesystem=local, path=/tmp/tmpc8ejqq5t)",1722955829,,False,7,9da23af5,2024-08-06_16-50-29,246.03745484352112,1908.796560049057,747944,AIWorkstation,192.168.2.103,1908.796560049057,7
0.027676285983631255,0.1219409927725792,0.9726696279054661,3.001057970997396e-05,"Checkpoint(filesystem=local, path=/tmp/tmpls6l14xr)",1722956076,,False,8,9da23af5,2024-08-06_16-54-36,246.40950965881348,2155.2060697078705,747944,AIWorkstation,192.168.2.103,2155.2060697078705,8
0.02921683218760107,0.18309910595417023,0.9709647868646828,2.3157408938109204e-05,"Checkpoint(filesystem=local, path=/tmp/tmpaadsnf1s)",1722956322,,False,9,9da23af5,2024-08-06_16-58-42,246.64850306510925,2401.8545727729797,747944,AIWorkstation,192.168.2.103,2401.8545727729797,9
0.026665184081593463,0.20760689675807953,0.9734090867517852,1.6756858525891946e-05,"Checkpoint(filesystem=local, path=/tmp/tmpcphyr2wc)",1722956571,,False,10,9da23af5,2024-08-06_17-02-51,248.89236569404602,2650.7469384670258,747944,AIWorkstation,192.168.2.103,2650.7469384670258,10
0.026881017874036517,0.2512848675251007,0.9734800297121002,1.1088663239584536e-05,"Checkpoint(filesystem=local, path=/tmp/tmp0phg9_j6)",1722956818,,False,11,9da23af5,2024-08-06_17-06-58,247.17766880989075,2897.9246072769165,747944,AIWorkstation,192.168.2.103,2897.9246072769165,11
0.02318750496223343,0.26265671849250793,0.976882082604303,6.400550412217263e-06,"Checkpoint(filesystem=local, path=/tmp/tmpb0u_z883)",1722957067,,True,12,9da23af5,2024-08-06_17-11-07,248.29868054389954,3146.223287820816,747944,AIWorkstation,192.168.2.103,3146.223287820816,12
